http://purl.org/linked-data/sdmx/2009/dimension#refArea,Reference Area,Access To Services,Education Skills And Training,Employment,Health,Housing,Income,SIMD
http://statistics.gov.scot/id/statistical-geography/S01001205,S01001205,4194,4259,4946,3661,2872,4547,4881
http://statistics.gov.scot/id/statistical-geography/S01001206,S01001206,5138,2924,1340,1989,826,1667,1745
http://statistics.gov.scot/id/statistical-geography/S01001207,S01001207,2888,742,1311,1882,961,1423,1226
http://statistics.gov.scot/id/statistical-geography/S01001208,S01001208,2973,311,135,195,1091,117,135
http://statistics.gov.scot/id/statistical-geography/S01001209,S01001209,3603,2189,5859,4421,4154,4818,4905
http://statistics.gov.scot/id/statistical-geography/S01001210,S01001210,4264,1328,1170,1174,473,907,1024
http://statistics.gov.scot/id/statistical-geography/S01001211,S01001211,4677,4751,3584,3766,4017,4612,4646
http://statistics.gov.scot/id/statistical-geography/S01001212,S01001212,5824,1410,507,749,198,365,533
http://statistics.gov.scot/id/statistical-geography/S01001213,S01001213,4175,122,739,319,191,278,301
http://statistics.gov.scot/id/statistical-geography/S01001214,S01001214,3015,1825,686,1055,1679,2062,1231
http://statistics.gov.scot/id/statistical-geography/S01001215,S01001215,4913,5099,3784,3738,4470,5390,5066
http://statistics.gov.scot/id/statistical-geography/S01001216,S01001216,5680,666,1494,1576,152,1225,1147
http://statistics.gov.scot/id/statistical-geography/S01001217,S01001217,5101,472,585,765,643,169,376
http://statistics.gov.scot/id/statistical-geography/S01001218,S01001218,1235,5419,5612,6008,6281,5773,5684
http://statistics.gov.scot/id/statistical-geography/S01001219,S01001219,1205,5140,5819,4563,5890,6207,5554
http://statistics.gov.scot/id/statistical-geography/S01001220,S01001220,4710,835,1524,994,162,1064,1027
http://statistics.gov.scot/id/statistical-geography/S01001221,S01001221,1204,3561,4706,4898,2817,5647,4626
http://statistics.gov.scot/id/statistical-geography/S01001222,S01001222,2376,1212,1847,317,672,1382,1074
http://statistics.gov.scot/id/statistical-geography/S01001223,S01001223,1609,2674,4119,3639,3734,4629,3951
http://statistics.gov.scot/id/statistical-geography/S01001224,S01001224,4696,204,675,284,82,430,348
http://statistics.gov.scot/id/statistical-geography/S01001225,S01001225,3622,5243,4744,3768,5567,5734,5465
http://statistics.gov.scot/id/statistical-geography/S01001226,S01001226,1251,753,530,594,816,262,366
http://statistics.gov.scot/id/statistical-geography/S01001227,S01001227,2412,2975,3824,3478,4961,3955,3902
http://statistics.gov.scot/id/statistical-geography/S01001228,S01001228,5269,3614,3244,2199,3885,3346,3590
http://statistics.gov.scot/id/statistical-geography/S01001229,S01001229,6171,4249,4273,4142,3282,5524,5262
http://statistics.gov.scot/id/statistical-geography/S01001230,S01001230,2537,133,84,348,1069,249,144
http://statistics.gov.scot/id/statistical-geography/S01001231,S01001231,3410,772,1658,1163,81,1601,1173
http://statistics.gov.scot/id/statistical-geography/S01001232,S01001232,821,3760,4031,4374,6241,4549,4088
http://statistics.gov.scot/id/statistical-geography/S01001233,S01001233,5607,933,1018,1225,437,531,780
http://statistics.gov.scot/id/statistical-geography/S01001234,S01001234,2047,745,884,378,507,878,635
http://statistics.gov.scot/id/statistical-geography/S01001235,S01001235,4041,589,1836,1952,979,532,1000
http://statistics.gov.scot/id/statistical-geography/S01001236,S01001236,4779,444,893,1103,265,587,647
http://statistics.gov.scot/id/statistical-geography/S01001237,S01001237,5129,2677,2245,2331,2570,3683,3030
http://statistics.gov.scot/id/statistical-geography/S01001238,S01001238,2926,280,359,806,648,630,424
http://statistics.gov.scot/id/statistical-geography/S01001239,S01001239,2155,346,640,200,1214,159,265
http://statistics.gov.scot/id/statistical-geography/S01001240,S01001240,5414,752,1876,1772,305,1870,1552
http://statistics.gov.scot/id/statistical-geography/S01001241,S01001241,5879,841,1743,1685,734,1447,1469
http://statistics.gov.scot/id/statistical-geography/S01001242,S01001242,1341,2041,3481,3843,3421,4081,3370
http://statistics.gov.scot/id/statistical-geography/S01001243,S01001243,4251,674,14,110,611,18,55
http://statistics.gov.scot/id/statistical-geography/S01001244,S01001244,698,1507,3547,3120,2102,3197,2575
http://statistics.gov.scot/id/statistical-geography/S01001245,S01001245,3638,209,527,962,854,226,352
http://statistics.gov.scot/id/statistical-geography/S01001246,S01001246,5787,2698,1981,2464,2196,2103,2411
http://statistics.gov.scot/id/statistical-geography/S01001247,S01001247,4719,1078,2179,2011,367,1729,1685
http://statistics.gov.scot/id/statistical-geography/S01001248,S01001248,1380,3745,5090,4833,4511,5642,4968
http://statistics.gov.scot/id/statistical-geography/S01001249,S01001249,4567,1042,1517,1402,916,1046,1225
http://statistics.gov.scot/id/statistical-geography/S01001250,S01001250,4013,1083,1813,1704,517,2041,1640
http://statistics.gov.scot/id/statistical-geography/S01001251,S01001251,2910,649,995,1342,671,773,798
http://statistics.gov.scot/id/statistical-geography/S01001252,S01001252,4254,1383,2439,2237,596,2049,2014
http://statistics.gov.scot/id/statistical-geography/S01001253,S01001253,953,203,359,729,1208,86,184
http://statistics.gov.scot/id/statistical-geography/S01001254,S01001254,5446,750,1314,830,194,1161,989
http://statistics.gov.scot/id/statistical-geography/S01001255,S01001255,2622,207,1417,1262,1465,481,666
http://statistics.gov.scot/id/statistical-geography/S01001256,S01001256,4063,735,1477,1217,192,1335,1117
http://statistics.gov.scot/id/statistical-geography/S01001257,S01001257,3505,287,794,842,1719,389,531
http://statistics.gov.scot/id/statistical-geography/S01001258,S01001258,758,693,1249,1907,3170,422,716
http://statistics.gov.scot/id/statistical-geography/S01001259,S01001259,4555,1902,2606,1715,1063,3202,2550
http://statistics.gov.scot/id/statistical-geography/S01001260,S01001260,2495,359,1763,1129,1163,176,567
http://statistics.gov.scot/id/statistical-geography/S01001261,S01001261,4055,441,641,628,189,576,508
http://statistics.gov.scot/id/statistical-geography/S01001262,S01001262,2696,4277,3985,3283,5250,4191,4307
http://statistics.gov.scot/id/statistical-geography/S01001263,S01001263,4855,2119,2293,2608,362,3418,2588
http://statistics.gov.scot/id/statistical-geography/S01001264,S01001264,1406,2762,4149,1744,5162,3610,3246
http://statistics.gov.scot/id/statistical-geography/S01001265,S01001265,2195,2589,5867,6070,5258,6180,5496
http://statistics.gov.scot/id/statistical-geography/S01001266,S01001266,3124,2742,4122,4015,2455,4917,4299
http://statistics.gov.scot/id/statistical-geography/S01001267,S01001267,2996,2038,1175,1567,680,2341,1609
http://statistics.gov.scot/id/statistical-geography/S01001268,S01001268,1799,3398,5004,4343,4071,5894,4948
http://statistics.gov.scot/id/statistical-geography/S01001269,S01001269,209,2669,2490,3025,4553,2548,2142
http://statistics.gov.scot/id/statistical-geography/S01001270,S01001270,2015,343,184,173,2357,282,206
http://statistics.gov.scot/id/statistical-geography/S01001271,S01001271,3952,538,171,166,1993,171,196
http://statistics.gov.scot/id/statistical-geography/S01001272,S01001272,5972,2254,1887,1002,3680,1616,1851
http://statistics.gov.scot/id/statistical-geography/S01001273,S01001273,5035,2149,817,743,4108,1653,1316
http://statistics.gov.scot/id/statistical-geography/S01001274,S01001274,3564,984,670,787,3313,507,667
http://statistics.gov.scot/id/statistical-geography/S01001275,S01001275,4150,2881,713,656,4471,702,944
http://statistics.gov.scot/id/statistical-geography/S01001276,S01001276,115,2106,3830,2267,3704,3307,2380
http://statistics.gov.scot/id/statistical-geography/S01001277,S01001277,5182,1700,988,721,4849,1350,1266
http://statistics.gov.scot/id/statistical-geography/S01001278,S01001278,662,3441,2823,2129,3142,3185,2609
http://statistics.gov.scot/id/statistical-geography/S01001279,S01001279,1999,345,719,1010,2564,363,510
http://statistics.gov.scot/id/statistical-geography/S01001280,S01001280,3904,1318,1182,590,2313,1056,1059
http://statistics.gov.scot/id/statistical-geography/S01001281,S01001281,3757,935,891,577,2777,1197,950
http://statistics.gov.scot/id/statistical-geography/S01001282,S01001282,1991,1896,2212,2139,3966,2397,2215
http://statistics.gov.scot/id/statistical-geography/S01001283,S01001283,1668,2052,2052,1947,3681,2078,2001
http://statistics.gov.scot/id/statistical-geography/S01001284,S01001284,739,2053,1821,1451,2999,1436,1462
http://statistics.gov.scot/id/statistical-geography/S01001285,S01001285,313,1400,1439,1140,3500,1820,1209
http://statistics.gov.scot/id/statistical-geography/S01001286,S01001286,1905,1011,1704,2764,3561,1795,1688
http://statistics.gov.scot/id/statistical-geography/S01001287,S01001287,3450,370,1189,1046,2055,762,817
http://statistics.gov.scot/id/statistical-geography/S01001288,S01001288,4011,955,1552,1226,3173,1885,1565
http://statistics.gov.scot/id/statistical-geography/S01001289,S01001289,2687,1819,1751,2136,3289,2531,2114
http://statistics.gov.scot/id/statistical-geography/S01001290,S01001290,2026,1743,973,839,3544,1830,1273
http://statistics.gov.scot/id/statistical-geography/S01001291,S01001291,1246,2622,2091,1547,1865,1803,1770
http://statistics.gov.scot/id/statistical-geography/S01001292,S01001292,2988,758,1163,1543,2159,611,896
http://statistics.gov.scot/id/statistical-geography/S01001293,S01001293,2666,2113,1213,1197,3417,1865,1564
http://statistics.gov.scot/id/statistical-geography/S01001294,S01001294,1301,1131,1342,889,2813,1251,1103
http://statistics.gov.scot/id/statistical-geography/S01001295,S01001295,5126,2080,1648,1397,2764,1932,1902
http://statistics.gov.scot/id/statistical-geography/S01001296,S01001296,3855,2103,1297,902,2508,1128,1300
http://statistics.gov.scot/id/statistical-geography/S01001297,S01001297,2437,1796,1963,2375,3703,2340,2161
http://statistics.gov.scot/id/statistical-geography/S01001298,S01001298,5197,3546,1032,1075,2907,1348,1523
http://statistics.gov.scot/id/statistical-geography/S01001299,S01001299,3965,991,1816,1862,2671,1987,1772
http://statistics.gov.scot/id/statistical-geography/S01001300,S01001300,445,4474,3524,4686,4441,4233,3679
http://statistics.gov.scot/id/statistical-geography/S01001301,S01001301,3002,989,1020,1052,2185,1080,1018
http://statistics.gov.scot/id/statistical-geography/S01001302,S01001302,2837,4562,4761,3629,6022,4676,4920
http://statistics.gov.scot/id/statistical-geography/S01001303,S01001303,2503,4083,4421,3856,5646,5474,4935
http://statistics.gov.scot/id/statistical-geography/S01001304,S01001304,321,4670,5605,3522,5432,5893,4533
http://statistics.gov.scot/id/statistical-geography/S01001305,S01001305,3329,1919,2611,2089,2980,3634,2842
http://statistics.gov.scot/id/statistical-geography/S01001306,S01001306,1476,757,1198,661,2529,740,765
http://statistics.gov.scot/id/statistical-geography/S01001307,S01001307,3076,2393,1428,1503,4286,1873,1786
http://statistics.gov.scot/id/statistical-geography/S01001308,S01001308,2354,468,861,812,1823,860,701
http://statistics.gov.scot/id/statistical-geography/S01001309,S01001309,4787,709,505,256,2242,748,566
http://statistics.gov.scot/id/statistical-geography/S01001310,S01001310,3642,1068,1025,438,2012,781,809
http://statistics.gov.scot/id/statistical-geography/S01001311,S01001311,2513,1707,1614,3132,2915,2491,2123
http://statistics.gov.scot/id/statistical-geography/S01001312,S01001312,2595,683,548,354,4063,291,422
http://statistics.gov.scot/id/statistical-geography/S01001313,S01001313,1769,2283,599,548,2899,1515,967
http://statistics.gov.scot/id/statistical-geography/S01001314,S01001314,4229,4615,3091,2411,5328,4078,3961
http://statistics.gov.scot/id/statistical-geography/S01001315,S01001315,4012,4154,4214,3836,5335,4741,4850
http://statistics.gov.scot/id/statistical-geography/S01001316,S01001316,2004,301,211,1021,2442,450,345
http://statistics.gov.scot/id/statistical-geography/S01001317,S01001317,4994,2373,2429,3139,2250,3222,3024
http://statistics.gov.scot/id/statistical-geography/S01001318,S01001318,5004,3765,3247,2010,3723,3401,3556
http://statistics.gov.scot/id/statistical-geography/S01001319,S01001319,4744,3004,543,1876,4466,1907,1502
http://statistics.gov.scot/id/statistical-geography/S01001320,S01001320,2933,1869,1732,1011,2129,1700,1606
http://statistics.gov.scot/id/statistical-geography/S01001321,S01001321,301,4558,3921,3715,4057,4084,3495
http://statistics.gov.scot/id/statistical-geography/S01001322,S01001322,525,3722,3591,2841,3789,3643,3132
http://statistics.gov.scot/id/statistical-geography/S01001323,S01001323,2370,1663,2076,2589,3046,1409,1811
http://statistics.gov.scot/id/statistical-geography/S01001324,S01001324,4332,55,271,465,1817,20,124
http://statistics.gov.scot/id/statistical-geography/S01001325,S01001325,3333,371,1322,1759,1874,280,662
http://statistics.gov.scot/id/statistical-geography/S01001326,S01001326,2290,1566,3383,3072,1806,2423,2592
http://statistics.gov.scot/id/statistical-geography/S01001327,S01001327,3865,432,1265,1856,2271,922,1041
http://statistics.gov.scot/id/statistical-geography/S01001328,S01001328,3654,446,1766,1031,3147,580,923
http://statistics.gov.scot/id/statistical-geography/S01001329,S01001329,4235,1370,1556,1661,3411,1248,1538
http://statistics.gov.scot/id/statistical-geography/S01001330,S01001330,2176,4570,5413,6016,5765,5976,5819
http://statistics.gov.scot/id/statistical-geography/S01001331,S01001331,3573,1483,2440,2447,1691,2274,2240
http://statistics.gov.scot/id/statistical-geography/S01001332,S01001332,3458,1272,2530,2641,1869,2221,2226
http://statistics.gov.scot/id/statistical-geography/S01001333,S01001333,3282,1094,788,658,2220,948,845
http://statistics.gov.scot/id/statistical-geography/S01001334,S01001334,3182,552,2151,1931,1867,1293,1438
http://statistics.gov.scot/id/statistical-geography/S01001335,S01001335,3740,895,1590,1175,2072,1269,1297
http://statistics.gov.scot/id/statistical-geography/S01001336,S01001336,3885,1282,2927,2910,1452,2655,2546
http://statistics.gov.scot/id/statistical-geography/S01001337,S01001337,5652,4638,4595,3981,6134,4994,5384
http://statistics.gov.scot/id/statistical-geography/S01001338,S01001338,3920,652,952,892,2644,528,723
http://statistics.gov.scot/id/statistical-geography/S01001339,S01001339,6052,2302,2609,2357,4721,2515,2884
http://statistics.gov.scot/id/statistical-geography/S01001340,S01001340,4500,993,1450,2204,1814,1801,1629
http://statistics.gov.scot/id/statistical-geography/S01001341,S01001341,5485,961,1090,1960,2774,1150,1291
http://statistics.gov.scot/id/statistical-geography/S01001342,S01001342,6069,2397,2434,1388,3410,2259,2451
http://statistics.gov.scot/id/statistical-geography/S01001343,S01001343,5433,1681,2506,1940,3104,2316,2444
http://statistics.gov.scot/id/statistical-geography/S01001344,S01001344,4917,4087,3567,3237,5285,4079,4336
http://statistics.gov.scot/id/statistical-geography/S01001345,S01001345,6356,2349,1575,1057,3514,1254,1633
http://statistics.gov.scot/id/statistical-geography/S01001346,S01001346,2976,4658,5297,3500,5460,5313,5263
http://statistics.gov.scot/id/statistical-geography/S01001347,S01001347,1760,4565,4775,5259,5714,6172,5394
http://statistics.gov.scot/id/statistical-geography/S01001348,S01001348,3350,1646,1666,1667,1914,1768,1698
http://statistics.gov.scot/id/statistical-geography/S01001349,S01001349,594,4198,5211,4064,4075,4976,4364
http://statistics.gov.scot/id/statistical-geography/S01001350,S01001350,2450,996,998,844,3563,1044,983
http://statistics.gov.scot/id/statistical-geography/S01001351,S01001351,4172,4439,5103,4154,1934,5127,5132
http://statistics.gov.scot/id/statistical-geography/S01001352,S01001352,5495,3457,3389,3687,3727,4007,4165
http://statistics.gov.scot/id/statistical-geography/S01001353,S01001353,2241,5503,6323,5446,6346,6037,6192
http://statistics.gov.scot/id/statistical-geography/S01001354,S01001354,4242,2871,1799,1743,2161,2172,2157
